SEDE_ATENCION|DISTRITO_ATENCION|PROVINCIA_ATENCION|DEPARTAMENTO_ATENCION|SEXO|EDAD|PROVINCIA_BENEFICIARIO|DEPARTAMENTO_BENEFICIARIO|NACIONALIDAD|ANIO_TRAMITE|MES_TRAMITE|TIPO_TRAMITE|CANTIDAD|FECHA_PROCESO
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|ARGENTINA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|ARGENTINA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ABANCAY|APURIMAC|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|5|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LA CONVENCION|CUSCO|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|BRASILERA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|BRASILERA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|CHILENA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|CHILENA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|4|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|DANESA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ANDAHUAYLAS|APURIMAC|ECUATORIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|QUISPICANCHI|CUSCO|ECUATORIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|ESPAÑOLA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|ESTADOUNIDENSE|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|ISRAELI|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|ITALIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|MEXICANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|POLACA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ABANCAY|APURIMAC|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|CUSCO|CUSCO|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ABANCAY|APURIMAC|ALEMANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|ALEMANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|ALEMANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|ARGENTINA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|ARGENTINA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|5|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|ARGENTINA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|AUSTRALIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ABANCAY|APURIMAC|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|7|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|BRASILERA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|BRASILERA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|CHILENA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|COREANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|COSTARRICENSE|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|CALCA|CUSCO|ESTADOUNIDENSE|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|ESTADOUNIDENSE|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|QUISPICANCHI|CUSCO|FRANCESA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|FRANCESA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|3|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|CUSCO|CUSCO|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|ARGENTINA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|3|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TARMA|JUNIN|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|OXAPAMPA|PASCO|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|ESTADOUNIDENSE|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|OXAPAMPA|PASCO|SUIZA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHANCHAMAYO|JUNIN|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|CHANCHAMAYO|JUNIN|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|8|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|HUANCAYO|JUNIN|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SATIPO|JUNIN|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|OXAPAMPA|PASCO|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|OXAPAMPA|PASCO|AUSTRIACA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|3|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|BRASILERA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHANCHAMAYO|JUNIN|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|7|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TARMA|JUNIN|ESPAÑOLA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHANCHAMAYO|JUNIN|ITALIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHANCHAMAYO|JUNIN|MEXICANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|URUGUAYA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|6|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|HUANCAYO|JUNIN|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|4|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SATIPO|JUNIN|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|OXAPAMPA|PASCO|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHINCHA|ICA|ARGENTINA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHINCHA|ICA|ECUATORIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|ECUATORIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|5|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PISCO|ICA|ECUATORIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PIURA|PIURA|ECUATORIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUAMANGA|AYACUCHO|NEERLANDESA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHINCHA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|CHINCHA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|11|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|ICA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|14|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|NAZCA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|4|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|NAZCA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PALPA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PISCO|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|5|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|PISCO|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|3|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ANDAHUAYLAS|APURIMAC|ARGENTINA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|3|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUAMANGA|AYACUCHO|ARGENTINA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|CHILENA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHINCHA|ICA|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|4|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|ICA|ICA|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|NAZCA|ICA|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PISCO|ICA|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PISCO|ICA|URUGUAYA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|HUAMANGA|AYACUCHO|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHINCHA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|CHINCHA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|19|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|ICA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|20|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|NAZCA|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|5|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PISCO|ICA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|5|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ILO|ILO|ILO|MOQUEGUA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ILO|MOQUEGUA|ARGENTINA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ILO|ILO|ILO|MOQUEGUA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|MARISCAL NIETO|MOQUEGUA|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|3|2025-10-14
ILO|ILO|ILO|MOQUEGUA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ILO|MOQUEGUA|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
ILO|ILO|ILO|MOQUEGUA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|MARISCAL NIETO|MOQUEGUA|COLOMBIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ILO|ILO|ILO|MOQUEGUA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|ILO|MOQUEGUA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|2|2025-10-14
ILO|ILO|ILO|MOQUEGUA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|MARISCAL NIETO|MOQUEGUA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ILO|ILO|ILO|MOQUEGUA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|MARISCAL NIETO|MOQUEGUA|VENEZOLANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
ILO|ILO|ILO|MOQUEGUA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ILO|MOQUEGUA|BOLIVIANA|2025|AGOSTO|CAMBIO DE CALIDAD MIGRATORIA|1|2025-10-14
