SEDE_ATENCION|DISTRITO_ATENCION|PROVINCIA_ATENCION|DEPARTAMENTO_ATENCION|CALIDAD MIGRATORIA|SEXO|EDAD|PROVINCIA_BENEFICIARIO|DEPARTAMENTO_BENEFICIARIO|NACIONALIDAD|ESTADO_CIVIL|ANIO_TRAMITE|MES_TRAMITE|CANTIDAD|FECHA_PROCESO
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|VENEZOLANA|NO DEFINIDO|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|VENEZOLANA|DIVORCIADO(A)|2025|AGOSTO|4|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|VENEZOLANA|CASADO(A)|2025|AGOSTO|13|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|VENEZOLANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|22|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|VENEZOLANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|VENEZOLANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|INVERSIONISTA RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FORMACION RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|FORMACION TEMPORAL|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESPECIAL|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESPECIAL RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|VENEZOLANA|NO DEFINIDO|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - HIJOS(AS) MENORES DE EDAD DE PERUANO O EXTRANJERO RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|24|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|3|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESPECIAL RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|328|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESPECIAL RESIDENTE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ATALAYA|UCAYALI|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESPECIAL RESIDENTE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|ATALAYA|UCAYALI|VENEZOLANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FORMACION RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ALEMANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ALEMANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|OXAPAMPA|PASCO|ALEMANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ARGELINA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALLAO|CALLAO|ARGENTINA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALLAO|CALLAO|ARGENTINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TARMA|JUNIN|ARGENTINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|ARGENTINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|ARGENTINA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ARGENTINA|SOLTERO(A)|2025|AGOSTO|34|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ARGENTINA|OTRO|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ARGENTINA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ARGENTINA|CASADO(A)|2025|AGOSTO|10|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ARGENTINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ARGENTINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ARGENTINA|CASADO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|ARGENTINA|NO DEFINIDO|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|OXAPAMPA|PASCO|ARGENTINA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TALARA|PIURA|ARGENTINA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|TACNA|TACNA|ARGENTINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|AUSTRALIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BELGA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LA CONVENCION|CUSCO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAÑETE|LIMA|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|26|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESPECIAL RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|11|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|CASADO(A)|2025|AGOSTO|4|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BOLIVIANA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|EL COLLAO|PUNO|BOLIVIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAÑETE|LIMA|BRASILERA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRASILERA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|DESIGNADO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRASILERA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRASILERA|CASADO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRASILERA|CASADO(A)|2025|AGOSTO|11|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRASILERA|DIVORCIADO(A)|2025|AGOSTO|4|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRASILERA|SOLTERO(A)|2025|AGOSTO|13|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|BRASILERA|SOLTERO(A)|2025|AGOSTO|4|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - HIJOS(AS) MENORES DE EDAD DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|BRASILERA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRITANICA|SOLTERO(A)|2025|AGOSTO|4|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRITANICA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|RELIGIOSO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRITANICA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRITANICA|CASADO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|BRITANICA|CASADO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CANADIENSE|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CANADIENSE|CASADO(A)|2025|AGOSTO|3|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|CHILENA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHILENA|CASADO(A)|2025|AGOSTO|25|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHILENA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHILENA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHILENA|CASADO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHILENA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHILENA|DIVORCIADO(A)|2025|AGOSTO|4|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHILENA|SOLTERO(A)|2025|AGOSTO|23|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHILENA|CASADO(A)|2025|AGOSTO|3|2025-10-14
LIMA|LIMA|LIMA|LIMA|FORMACION TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHILENA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|CHILENA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|CHILENA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|UTCUBAMBA|AMAZONAS|CHINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUARAZ|ANCASH|CHINA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALLAO|CALLAO|CHINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALLAO|CALLAO|CHINA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|NAZCA|ICA|CHINA|CASADO(A)|2025|AGOSTO|6|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|NAZCA|ICA|CHINA|SOLTERO(A)|2025|AGOSTO|5|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHANCHAMAYO|JUNIN|CHINA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESPECIAL RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|OTRO|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE-CASADO CON PERUANO(A) O EXTRANJERO(A) RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|CASADO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|CASADO(A)|2025|AGOSTO|18|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|DIVORCIADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|SOLTERO(A)|2025|AGOSTO|54|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|PERMANENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|CASADO(A)|2025|AGOSTO|6|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - HIJOS(AS) MENORES DE EDAD DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|LIMA|LIMA|CHINA|SOLTERO(A)|2025|AGOSTO|5|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CARABAYA|PUNO|CHINA|CASADO(A)|2025|AGOSTO|22|2025-10-14
LIMA|LIMA|LIMA|LIMA|TRABAJADOR RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CARABAYA|PUNO|CHINA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALLAO|CALLAO|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|5|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALLAO|CALLAO|COLOMBIANA|CASADO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - HIJOS(AS) MENORES DE EDAD DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|CALLAO|CALLAO|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHINCHA|ICA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHINCHA|ICA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|4|2025-10-14
LIMA|LIMA|LIMA|LIMA|ESTATUTO MIGRATORIO ANDINO-TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|NAZCA|ICA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|FAMILIAR RESIDENTE - PADRES DE PERUANO O EXTRANJERO RESIDENTE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|NAZCA|ICA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PISCO|ICA|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|2|2025-10-14
LIMA|LIMA|LIMA|LIMA|MERCOSUR TEMPORAL|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|COLOMBIANA|SOLTERO(A)|2025|AGOSTO|1|2025-10-14
